web-scraper-order,web-scraper-start-url,chien_selector,chien_selector-href,nom,prix,image,adresse
"1739038932-232","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniches-bichons-maltais-5-mois-3159435","Caniches Bichons maltais - 5 mois","125 000 CFA","background-image: url(""https://images.coinafrique.com/3159435_uploaded_image1_1623109995.jpg""); width: 369px;","Ouakam, Dakar, Sénégal"
"1739038939-233","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3163567","Chiot Berger Allemand","165 000 CFA","background-image: url(""https://images.coinafrique.com/3163567_uploaded_image1_1623273113.jpg""); width: 607px;","Keur Massar, Sénégal"
"1739038946-234","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3166487","Chiot Malinois","Prix sur demande","background-image: url(""https://images.coinafrique.com/3166487_uploaded_image1_1623411352.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739038953-235","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3169152","Chiot berger allemand","175 000 CFA","background-image: url(""https://images.coinafrique.com/3169152_uploaded_image1_1623530409.jpg""); width: 369px;","Guediawaye, Dakar, Sénégal"
"1739038967-236","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3173633","Chien","Prix sur demande","background-image: url(""https://images.coinafrique.com/3173633_uploaded_image3_1623766306.jpeg""); width: 580px;","Pikine, Sénégal"
"1739038977-237","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3173764","Chiots Berger Allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/3173764_uploaded_image2_1623769361.jpeg""); width: 399px;","Guédiawaye, Dakar, Sénégal"
"1739038984-238","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3174177","Chiots berger allemand","Prix sur demande","background-image: url(""https://images.coinafrique.com/3174177_uploaded_image1_1623781504.jpg""); width: 514px;","Thies, Sénégal"
"1739038992-239","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3174182","Chien berger belge malinois","Prix sur demande","background-image: url(""https://images.coinafrique.com/3174182_uploaded_image1_1623781709.jpg""); width: 514px;","Thies, Sénégal"
"1739039000-240","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-male-3182211","Chiots pittbull male","Prix sur demande","background-image: url(""https://images.coinafrique.com/3182211_uploaded_image2_1624190461.jpeg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039007-241","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3183820","Chiot Pitbull","Prix sur demande","background-image: url(""https://images.coinafrique.com/3183820_uploaded_image1_1624279100.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039014-242","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3185241","Chiot pittbull","Prix sur demande","background-image: url(""https://images.coinafrique.com/3185241_uploaded_image2_1624350700.jpeg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039021-243","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-doberman-3189286","Chiot Doberman","450 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_3189286_uploaded_image1_1624530960.jpg""); width: 420px;","Parcelle Assainies, Dakar, Sénégal"
"1739039028-244","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-canne-corso-italien-3190440","Chien Canne Corso italien","300 000 CFA","background-image: url(""https://images.coinafrique.com/3190440_uploaded_image1_1624569942.jpg""); width: 414px;","Mbao, Dakar, Sénégal"
"1739039035-245","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3191873","Chiots","Prix sur demande","background-image: url(""https://images.coinafrique.com/3191873_uploaded_image2_1624648157.jpeg""); width: 405px;","Hann Bel-Air, Dakar, Sénégal"
"1739039042-246","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3193468","Chiots","Prix sur demande","background-image: url(""https://images.coinafrique.com/3193468_uploaded_image3_1624738582.jpeg""); width: 405px;","Hann Bel-Air, Dakar, Sénégal"
"1739039050-247","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3193543","Chiot berger allemand","150 000 CFA","background-image: url(""https://images.coinafrique.com/3193543_uploaded_image1_1624742985.jpg""); width: 369px;","Dakar, Sénégal"
"1739039058-248","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-rotweiller-3199510","Chiots Rotweiller","Prix sur demande","background-image: url(""https://images.coinafrique.com/3199510_uploaded_image2_1625076078.jpeg""); width: 514px;","Thies, Sénégal"
"1739039065-249","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3202334","Caniche bichon","200 000 CFA","background-image: url(""https://images.coinafrique.com/3202334_uploaded_image1_1625164146.jpg""); width: 387px;","Ouest Foire, Dakar, Sénégal"
"1739039072-250","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3212861","Chiot Boerboel","450 000 CFA","background-image: url(""https://images.coinafrique.com/3212861_uploaded_image1_1625581413.jpg""); width: 369px;","Thies, Sénégal"
"1739039079-251","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-3214802","Chiot berger","250 CFA","background-image: url(""https://images.coinafrique.com/3214802_uploaded_image1_1625661526.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039087-252","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3226832","Chiot Pitbull","Prix sur demande","background-image: url(""https://images.coinafrique.com/3226832_uploaded_image1_1626205026.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039094-253","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-metisse-pitbull-malinois-3236932","Chiot métisse pitbull - malinois","170 000 CFA","background-image: url(""https://images.coinafrique.com/3236932_uploaded_image1_1626721106.jpg""); width: 572px;","Parcelle Assainies, Dakar, Sénégal"
"1739039101-254","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-alaskan-malamut-3241666","Chiot Alaskan Malamut","550 000 CFA","background-image: url(""https://images.coinafrique.com/3241666_uploaded_image1_1627044118.jpg""); width: 369px;","Dakar, Sénégal"
"1739039108-255","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3241804","Chiot Labrador","10 000 CFA","background-image: url(""https://images.coinafrique.com/3241804_uploaded_image2_1627049158.jpeg""); width: 572px;","Parcelle Assainies, Dakar, Sénégal"
"1739039115-256","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3241866","Chiots malinois","150 000 CFA","background-image: url(""https://images.coinafrique.com/3241866_uploaded_image2_1627052478.jpeg""); width: 414px;","Mbao, Dakar, Sénégal"
"1739039123-257","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-3244351","Chiot","50 000 CFA","background-image: url(""https://images.coinafrique.com/3244351_uploaded_image1_1627227850.jpg""); width: 572px;","Dakar, Sénégal"
"1739039129-258","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3247804","Chiot Labrador","Prix sur demande","background-image: url(""https://images.coinafrique.com/3247804_uploaded_image1_1627412495.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039136-259","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3252408","Chiot Labrador","Prix sur demande","background-image: url(""https://images.coinafrique.com/3252408_uploaded_image1_1627658009.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039143-260","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3267297","Chiot Labrador","Prix sur demande","background-image: url(""https://images.coinafrique.com/3267297_uploaded_image1_1628319181.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039150-261","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3270823","Chien berger allemand","130 000 CFA","background-image: url(""https://images.coinafrique.com/3270823_uploaded_image1_1628508317.jpg""); width: 545px;","Yoff, Dakar, Sénégal"
"1739039157-262","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-3275523","Berger allemand","250 000 CFA","background-image: url(""https://images.coinafrique.com/3275523_uploaded_image2_1628713421.jpeg""); width: 387px;","Dakar, Sénégal"
"1739039164-263","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-malinois-3277097","Chiots berger allemand malinois","100 000 CFA","background-image: url(""https://images.coinafrique.com/3277097_uploaded_image1_1628797153.jpg""); width: 385px;","Keur Massar, Sénégal"
"1739039171-264","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-akita-3281423","Chiots Akita","450 000 CFA","background-image: url(""https://images.coinafrique.com/3281423_uploaded_image1_1629044957.jpg""); width: 369px;","Point E, Dakar, Sénégal"
"1739039179-265","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-3285176","Chiots bichon","155 000 CFA","background-image: url(""https://images.coinafrique.com/3285176_uploaded_image1_1629224463.jpg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039187-266","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3287244","Chien","200 000 CFA","background-image: url(""https://images.coinafrique.com/3287244_uploaded_image1_1629321508.jpg""); width: 369px;","Dakar, Sénégal"
"1739039194-267","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3289564","Chiots Berger Allemand","135 000 CFA","background-image: url(""https://images.coinafrique.com/3289564_uploaded_image2_1629449928.jpeg""); width: 587px;","Mbour, Sénégal"
"1739039202-268","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3291944","Chiot Berger Allemand","100 000 CFA","background-image: url(""https://images.coinafrique.com/3291944_uploaded_image1_1629570459.jpg""); width: 385px;","Keur Massar, Sénégal"
"1739039209-269","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3301357","Chiots Boerboels","450 000 CFA","background-image: url(""https://images.coinafrique.com/thumb_3301357_uploaded_image1_1630079806.jpg""); width: 369px;","Thies, Sénégal"
"1739039216-270","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-croises-husky-golde-3303734","Chiots croisés husky golde","Prix sur demande","background-image: url(""https://images.coinafrique.com/3303734_uploaded_image2_1630254580.jpeg""); width: 514px;","Thies, Sénégal"
"1739039223-271","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3303737","Chiot bichon maltais","165 000 CFA","background-image: url(""https://images.coinafrique.com/3303737_uploaded_image2_1630255149.jpeg""); width: 369px;","Sicap Liberté, Dakar, Sénégal"
"1739039230-272","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3304212","Bichon maltais","Prix sur demande","background-image: url(""https://images.coinafrique.com/thumb_3304212_uploaded_image1_1630290090.jpg""); width: 387px;","Almadies, Dakar, Sénégal"
"1739039237-273","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3309512","Chiots","Prix sur demande","background-image: url(""https://images.coinafrique.com/3309512_uploaded_image2_1630509383.jpeg""); width: 514px;","Thies, Sénégal"
"1739039244-274","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3314578","Chiots","40 000 CFA","background-image: url(""https://images.coinafrique.com/3314578_uploaded_image1_1630685159.jpg""); width: 572px;","Dakar, Sénégal"
